,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating
19,19,B07MWYYDTM,Size: 4*AAA-600mAh,"April 3, 2020",Verified Purchase,"
trade offs with NiCD/NiMH
","

  I have a bunch of NiMH batteries. And for a lot of things they are fine. But you have to charge them in pairs. They take a long time to charge and they slowly fade away. Not great for devices that use 3 batteries. Or something that you need to supply with a constant high power. I bought a bunch of these for use in under cabinet lighting, and aquarium gravel vac, and my wireless weather station. The under cabinet lighting, just sucks batteries dry. And these are no different, in fact in that application they don't last nearly as long as alkaline or NiMH. But they do stay brighter longer. The gravel vac is the same situation. The fade of power made it frustrating to use. These are constant. Full suction all the time. If they do die, there's just no suction at all. It's a very clear indicator. And charging doesn't take 8 hours. plug these into a USB port and they are good in an hour or two. Finally, the weather station. It seems like those batteries are always freezing and dying or over heating and dying. These are less sensitive to temperature swings. And recharging 3 of these batteries is so much easier. I don't have to cycle them through the charger like I would the NiMHs. NiMHs don't like it when you pair a dead battery with a fully charged one. These don't care. You can charge 1 or 3 no problem.I'd love to see a longer run time but the charging convenience and steady power more than make up for their weaknesses.One thing I would really love to see is a double length battery. Basically 2x AA batteries permanently end to end. Thus you could maximize the capacity and reduce the regulation/charge circuitry. My gravel vac uses these and the under cabinet light could benefit from them as well.

",Amazon Customer,4.0
20,20,B07MWYYDTM,Size: 2*9V-750mAh,"March 26, 2020",Verified Purchase,"
A disappointment
","

  These did not work well and almost fried my device

",Matt Keller,1.0
21,21,B07MWYYDTM,,"March 22, 2020",Verified Purchase,"
Great Customer Service!!!
","

  Loved the whole black appeal of this product, it was one of the reasons I purchased it and received a white cable... I was slightly disappointed; contacted customer support and they actually sent me the black cable. I was very pleased with the level of customer service and with the product itself. I wanted to purchase rechargeable batteries for my wireless mouse now that I am working from home due to COVID-19, and it’s definitely a product I can keep in my laptop bag. Thank you Blackube!

",Anoush Gonzalez,5.0
22,22,B07MWYYDTM,,"March 22, 2020",Verified Purchase,"
Need improvement.
","

  The Idea is a good one, and for the most part it works... Until it doesn't... after a few recharges of these batteries the Controller chip begins to fail an releases a full 5V of power into whatever electronic device you have it loaded into. Subsequently Most sensitive electronic devices cannot handle the extra 3.5 Volts and fry up. I have a few damaged devices to prove it. One being a Wii remote. These are not high amp draw devices... I would advice caution when purchasing these Batteries.

","Paul, from Urbania Tech & Home.",2.0
23,23,B07MWYYDTM,Size: 4*AAA-600mAh,"March 21, 2020",Verified Purchase,"
Purchased to convert a Flashlight to USB rechargeable.
","

  These batteries are a compromise that reduces available capacity for the ability to recharge via any standard USB port. Make sure you know what you are getting before purchase, but they are pretty good if you understand the pros and cons.They hold less than standard rechargeable batteries, but you can use any common Micro USB. One thing I haven't seen mentioned is that you don't strictly need to use their 4-to-1 cable—regular cables work fine.I work somewhere where I need a small flashlight often, but not for that long at each use. I wanted to be able to pop out the battery and recharge it at my desk using the cables I already have. The constant 1.5V instead of the 1.2V NiMH gives you will provide a slightly brighter flashlight with a more consistent output.

",Mike,4.0
24,24,B07MWYYDTM,,"March 20, 2020",Verified Purchase,"
Good stuff.
","

  These are awesome but why not USB-C

",Benjamin kunk,3.0
25,25,B07MWYYDTM,Size: 4*AAA-600mAh,"March 11, 2020",Verified Purchase,"
recommend
","

  Bought it for my son, as he has a lot of different toys which need batteries to be changed quite often. I am very happy with this batteries, as my son said that the batteries last much longer than the previous ones, so he is very happy with this ones. I like also the fact that they can be charged for up to 1000 times, which is just great and will save a lot of money. Also it is great that the batteries are environmental friendly, what can be better. Would definitely recommend. Great value for money and help to save even more!

",Pat Braithwait,5.0
26,26,B07MWYYDTM,,"March 5, 2020",Verified Purchase,"
Camera battery
","

  Good battery

",Stephen,5.0
27,27,B07MWYYDTM,,"March 4, 2020",Verified Purchase,"
Great value, portability great product.
","

  I use these for my oculus touch controllers and they are great. They are li-ion so they don't lose voltage like other rechargeable batteries as their power gets drained. They're also super portable since they come with a 4way USB charging cable and not a bulky charger. I can store it with my carrying case.

",xemi,5.0
28,28,B07MWYYDTM,,"March 3, 2020",Verified Purchase,"
So good so far!
","

  So far so good! Put these in my keyless door locks. Been going through a lot of batteries for some reason lately so these should do the trick!

",Kristopher Meyers,5.0
29,29,B07MWYYDTM,,"March 1, 2020",Verified Purchase,"
Great for remotes or anything
","

  Loved how fast and long they last the only thing is pretty hard to put the charger

",Christian,5.0
30,30,B07MWYYDTM,,"February 27, 2020",Verified Purchase,"
AWESOME!! 1.5V in a rechargable cell!!
","

  First of all, this is my second pack of these because they are WAY better than NiMH!!  NiMH take a special charger, don't charge nearly as fast as 1.5 hours, and many of my NiMH AA and AAA cells have eventually failed after only a few years and not many charges.  I rated these after getting my first set of four and I am still extremely pleased with them and recommend them 100%

",Ryan T. Thayer,5.0
31,31,B07MWYYDTM,,"February 27, 2020",Not Verified,"
If looking for batteries this are the best!
","

  I've been using them for about 5 month now and they are amazing takes about 1.5 hour to charge and give back around 7-8 hours working for this little fan continuouslyI'm amazed

",Engel,5.0
32,32,B07MWYYDTM,,"February 25, 2020",Verified Purchase,"
Convenience
","

  Good buy but a little more expensive

",nandakumar,5.0
33,33,B07MWYYDTM,Size: 4*AAA-600mAh,"February 24, 2020",Verified Purchase,"
Recommended item.
","

  Could be a bit more powerful.

",jayroc,5.0
34,34,B07MWYYDTM,Size: 4*AAA-600mAh,"February 23, 2020",Verified Purchase,"
Fast to charge (good), fast to self-discharge (bad)
","

  I've been using these batteries in a digital voice recorder for about nine months.Pros:-charges really fast, like 30 minutes from empty to full-doesn't need a bulky charger. I use the same 5v 1A power supply that came with my phone.Neutral, but important:-provides a constant 1.5v supply. I think this results in inaccurate remaining capacity readings. My voice recorder determines the battery's remaining capacity by looking at its voltage, and since the voltage stays at a constant 1.5v even right before they die, the battery icon will always show a full charge even when it's just about to die. I can't tell you how many times I've used my voice recorder just for it to die all of a sudden. I never know what the battery's true remaining capacity is, so I charge them whenever I can. I think it would be a really good idea if the manufacturer put a little lcd display on these batteries that constantly show the remaining capacity because you might not be able to trust the built-in battery meter if your device has one.Cons:-self-discharges really fast, even if you don't use them. I tried using them in my Roku remote control, but it's such a hassle because they run out of power so fast. I found myself needing to recharge these like once a week, and I use the remote for maybe a total of a minute a day (turn on TV, adjust volume, pick a movie, turn off TV). Stick with alkaline or low-self-discharge NiMH if you're thinking of using these in remotes. They will not be good.I probably won't buy USB-rechargeable batteries again unless a) they self-discharge much slower and b) they came with an LCD to show the remaining charge.

",Warren C,2.0
35,35,B07MWYYDTM,Size: 4*AAA-600mAh,"February 23, 2020",Verified Purchase,"
Good if used within 2 days from charge
","

  The item does not hold a charge pass 2days. Works well if used within two days

",BARRY_MBOX,1.0
36,36,B07MWYYDTM,,"February 17, 2020",Verified Purchase,"
Great
","

  They work great for my oculus quest controllers.

",Jonatan aragon,5.0
37,37,B07MWYYDTM,Size: 4*AAA-600mAh,"February 12, 2020",Verified Purchase,"
They will last 1 charge and then die and not recharge again.
","

  I bought them to repalce the 4 triple A batteries of my hand held VHF radio.They charged nicely the first time, but once the were low, I pull them out to recharge and out of the 4 only 2 recharged and the other 2 never got any charge and the charging light never lit, despite 4 attempts to charge then.And I know that the charger works because the other 2 did lit and charge.Don't Buy this.

",Irene-JL Lobon,1.0
38,38,B07MWYYDTM,,"February 11, 2020",Verified Purchase,"
longevity
","

  works great, long battery life, easy to charge.

",Joshua Hayes,5.0
39,39,B07MWYYDTM,Size: 4*AAA-600mAh,"February 10, 2020",Verified Purchase,"
You can't rate rechargeable batteries immediately upon receipt.
","

  Remote control is not applicable and longevity can't be determined until the product's end of life has been reached. The batteries are easy to charge with the quad micro USB cable.

",Ronald M. Martin,3.0
40,40,B07MWYYDTM,,"February 5, 2020",Verified Purchase,"
Appears to have long battery life
","

  Excellent battery life

",robert,5.0
41,41,B07MWYYDTM,Size: 4*AAA-600mAh,"February 4, 2020",Verified Purchase,"
Disposable rechargeable
","

  Won't take a charge after first use

",Amazon Customer,1.0
42,42,B07MWYYDTM,,"February 3, 2020",Verified Purchase,"
Well worth the $
","

  We use it for our xbox 1 . my husband does lots of gaming online. We get about 3 days use out of it if were using constantly. But reg use for a remote it still has not died yet .. Well worth the money . I give it 5 🌟

",meela,5.0
43,43,B07MWYYDTM,,"February 2, 2020",Verified Purchase,"
Junk
","

  Didnt last 1 full day with a full charge. Junk would not buy again

",jered,1.0
44,44,B07MWYYDTM,,"January 31, 2020",Verified Purchase,"
Battery dies quickly
","

  I'm using this for my insulin pump the battery will do good for about 10 days then after that it dies quickly so no more then 15 days then have to change it out not sure if the pump or the battery

",Stacey Bray,2.0
45,45,B07MWYYDTM,,"January 28, 2020",Verified Purchase,"
Travel saver
","

  I bought these AA cells for a very specific reason; I did not want to have to travel with another charger for AA cells besides the USB multiport charger I always pack for phones, tablets, etc. These cells with builtin charging circuitry fit this need with an important side benefit, they weigh almost a 1/3 less than regular AA batteries. However, the capacity a 6% less at 2.25Wh (1.5Ax1.5V) versus 2.4Wh for a 2000mAH NiMH battery that operates at 1.2V.You do need to provide your own 10W charger, as each cell will draw 2.5W. Besides the 4 cells, a USB-A to four microUSB plug power cable is provided. The cable is only 6"" long, so if you plug this cable into a 2A charger, and the charger into most receptacle, the cells will not touch the floor. However, any appropriate USB power cable and charger should work. Please note, if you use the provided power cable, it only supports charging and all the connections are in parallel. I will probably use that cable when I travel despite its short length, since my multiport charger has a long power cable.

",Matt Henderson,5.0
46,46,B07MWYYDTM,,"January 28, 2020",Verified Purchase,"
Want last
","

  Recharged 3 times and they want recharge again.

",Spike,2.0
47,47,B07MWYYDTM,,"January 27, 2020",Verified Purchase,"
So glad I bought these
","

  The price is good and the quality is great.  They fully charge in about 10 minutes maybe less and last longer than any AA’s I’ve ever had. Now I dont have to buy AA’s again for a long long time, which is a relief because I’m broke and batteries are f***ing expensive..

",Brandon Moreau,5.0
48,48,B07MWYYDTM,,"January 27, 2020",Verified Purchase,"
These batteries don't have the power of a normal battery
","

  At a full charge, these batteries aren't as powerful as a normal battery. I was very excited to have rechargeable USB batteries, but once first turned on, they don't have enough power to operate a toothbrush.

",Crystal Miller,1.0
49,49,B07MWYYDTM,Size: 2*9V-750mAh,"January 26, 2020",Verified Purchase,"
No charging end
","

  I’m a bit tilted about the charger requirementUneducated on this sector, study business and not including a charger end is interesting, could be included for low low price. I hope it wouldn’t catch fire using the charger I am.Thoughts at the moment; not trying to raise anxiety.

",hunts,4.0
50,50,B07MWYYDTM,,"January 26, 2020",Verified Purchase,"
best for frequently used devices
","

  Make all of your remote controls, flashlights etc. USB rechargeablePros:USB rechargeable, decent output power, exceptionally good voltage stability (no sag), expensive vs one alkaline battery but cheap compared to 10 or 100..Cons:limited charged shelf or low draw life (about 1 year) not good for the odd remote that you will only use once a month or less.instant off at end of charge. goes from full voltage to zero in seconds (but 1.5v until the end)Overall a very useful device. no need to buy new batteries, just recharge!

",Michael Lukacs,4.0
51,51,B07MWYYDTM,,"January 25, 2020",Verified Purchase,"
Double a batteries good for 1000 charges
","

  LiPO batteries are the bomb double a batteries last forever and a flashlight there only one cell so there is no balancing if you never have to buy double a batteries again

",Careful shopper,5.0
52,52,B07MWYYDTM,,"January 23, 2020",Verified Purchase,"
This product is not as described
","

  I received 8 AA batteries.  It states that you get 4xAA and 4xAAA but the package only have 8xAA.

",long time amazon customer,1.0
53,53,B07MWYYDTM,,"January 17, 2020",Verified Purchase,"
Love it
","

  I like that its more powerful than other rechargeable batteries, more eco friendly to plug into it. Instead of having to buy a charger all one needs is a plug. Thats much better. Longevity is far more efficient than older rechargeable models

",Alex,5.0
54,54,B07MWYYDTM,,"January 14, 2020",Not Verified,"
Completely drained upon receiving.
","

  Tested at 0.0 V.  That threw up a flag.  Charged them up and they seemed okay.  After the second charge, they drained to nothing immediately and never held again.  I was willing to exchange for 4 new ones.  That's how much I wanted them to work, but they just refunded me my $.

",Dan F.,1.0
55,55,B07MWYYDTM,,"January 14, 2020",Verified Purchase,"
Very short lifespan
","

  Not happy with these, they have a short live span now, they aren't even a year old

",Samwise Rice,1.0
56,56,B07MWYYDTM,,"January 14, 2020",Verified Purchase,"
Worth every penny.
","

  After getting an Oculus Rift S I went through batteries really fast. I figured out it didn't actually drain much power from alkaline batteries but demands very full batteries to function. I knew normal rechargable ones wouldn't give it enough juice to run. These would last about 4 times longer than Amazon alkaline batteries and if the statement is true about number of recharges, they will more than pay for themselves 100 times over. Absolutely the best rechargable AA I think there is out there.

",virtigo,5.0
57,57,B07MWYYDTM,,"January 12, 2020",Not Verified,"
Super charged
","

  Great item easy to charge great value for money

",kelly blank,5.0
58,58,B07MWYYDTM,,"January 10, 2020",Verified Purchase,"
Batteries being batteries
","

  Does what it says it does and does it well.

",ThirdShop,5.0
59,59,B07MWYYDTM,,"January 10, 2020",Verified Purchase,"
Super Long lasting
","

  1700mah life compared to 300-400 for a normal batt. great for small electronics like 2 way radios, or GPS

",Robert majeske,5.0
60,60,B07MWYYDTM,Size: 4*AAA-600mAh,"January 9, 2020",Verified Purchase,"
Good product
","

  These AAA batteries work really good. They charge fast, last longer than regular batteries, and supply more power than regular batteries. I gave 3 stars for value only because I wish they cost less, although I will still buy them agai for same price.

",Chuck L.,5.0
61,61,B07MWYYDTM,,"January 6, 2020",Verified Purchase,"
Worth the price
","

  It lasted longer then other aa lithium rechargeable batteries I had. I would buy it again in the near future.

",OunSrey,5.0
62,62,B07MWYYDTM,,"January 4, 2020",Verified Purchase,"
Extremely useful
","

  They’re great I love them

",Jonah Loop,5.0
63,63,B07MWYYDTM,,"January 3, 2020",Verified Purchase,"
Convenient and capable Lithium batteries!
","

  Great batteries for 3 reasons: charges faster than NiMH based batteries, holds a charge for between uses for a long time and they’re so easy to charge!

",Israel Diaz-Infante,5.0
64,64,B07MWYYDTM,,"December 31, 2019",Verified Purchase,"
Works great
","

  Good product

",Megan Hardison,5.0
65,65,B07MWYYDTM,,"December 31, 2019",Verified Purchase,"
Finally affordable and convenient rechargeables!
","

  While I was surprised that the product design didn’t mirror the published pictures (the charging port is actually on the top, not on the side as depicted), this was not a deal-breaker as the batteries still quickly took a charge and worked well in my LED magnifiers.

",Ken Morrison,5.0
66,66,B07MWYYDTM,,"December 29, 2019",Verified Purchase,"
AAA useless, AA great
","

  Don‘t buy if you are looking for good rechargeable AAA batteries.  The AA batteries work as advertised, but the AAAs are a joke.  They don’t last very long and the reason I am writing the report, are simply a fire hazard.  Just using three of them in my LED flashlight made them overheat in about two minutes of use.  Like I said, great AA, but not the AAA.

",Juergen,1.0
67,67,B07MWYYDTM,Size: 4*AAA-600mAh,"December 27, 2019",Verified Purchase,"
Super convenient
","

  Work great and really convenient to be able to charge with a cable everyone has

",Brennan Wright,5.0
68,68,B07MWYYDTM,,"December 24, 2019",Verified Purchase,"
Nice
","

  Very good

",Sanjiv kumar,5.0
69,69,B07MWYYDTM,Size: 2*9V-750mAh,"December 17, 2019",Verified Purchase,"
Rechargeable 9 volt battery
","

  Outstanding battery for smoke alarms. Very economical because you can recharge them.

",politti,4.0
70,70,B07MWYYDTM,Size: 4*AAA-600mAh,"December 16, 2019",Verified Purchase,"
Did not hold their charge.
","

  These batteries let me down by not by not holding their charge. I'm trying to find out how to contact the company because they supposedly have a money back guarantee.

",Chip Babaduke,1.0
71,71,B07MWYYDTM,,"December 15, 2019",Verified Purchase,"
Great rechara l
","

  Good life in remotes

",armando casarez,5.0
72,72,B07MWYYDTM,Size: 4*AAA-600mAh,"December 14, 2019",Verified Purchase,"
Batteries
","

  Great

",Norman Ryan,5.0
73,73,B07MWYYDTM,Size: 4*AAA-600mAh,"December 14, 2019",Verified Purchase,"
3/4 work
","

  One of the 4 was a dud, would not hold a charge. Other three seem fine.

",unhappy,2.0
74,74,B07MWYYDTM,,"December 14, 2019",Verified Purchase,"
Working great so far
","

  They arrived quickly and came with plastic cases. I charged all 8 and put them into service. It’s been a couple weeks and I’ve had no issues.

",unhappy,5.0
75,75,B07MWYYDTM,Size: 2*9V-750mAh,"December 12, 2019",Verified Purchase,"
Works good
","

  These are nice because they are easy to charge. And they work great much nicer than having to charge with the typical battery charger

",Scott N,5.0
76,76,B07MWYYDTM,,"December 12, 2019",Verified Purchase,"
Awesome customer service
","

  the product works great charge lasts even while sitting out in the cold.  Got one battery with a bad plug contacted them they had me send pics of it replaced it in no time at all very good to see someone out there who still puts the customer first!!

",Amazon Customer,5.0
77,77,B07MWYYDTM,,"December 8, 2019",Verified Purchase,"
money saver
","

  my grandson was going through batteries and money using other batteries. he has not had to charge or change the first set of batteries since putting them in on christmas day.

",david j. miller,5.0
78,78,B07MWYYDTM,Size: 2*9V-750mAh,"December 4, 2019",Verified Purchase,"
Great idea
","

  Being able to charge using my cell phone charge cable is awesome! Cutting down on the clutter of more charging equipment..

",Jason V.,4.0
79,79,B07MWYYDTM,Size: 4*AAA-600mAh,"November 29, 2019",Verified Purchase,"
Worthless
","

  Unlike Blackube’s AA USB batteries, these AAA batteries do not hold a charge.  Where a pair of alkaline AAA batteries will run my device for 40+ hours, these barely last 4 hours.

",Mark U,1.0
80,80,B07MWYYDTM,,"November 22, 2019",Verified Purchase,"
after using 6 month stopped to work
","

  I uses this in my flash, it works good first 2 month, Now I can do maybe 10 shots with them and they need recharging. Indicator shows full charge, but batteries don't work. So disappointed :-(

",Surfspace,1.0
81,81,B07MWYYDTM,,"November 19, 2019",Verified Purchase,"
Use cases more limited than I expected
","

  I bought 4 of the 1700mah AAs due to their supposed ability to handle a greater current than the 1500mah ones.The devices I intended to use them in are: 1) a ""spinbrush"" toothbrush that needs two AAs; 2) a micro-touch hair trimmer that needs one AA.The results in the spinbrush were disappointing. Using two freshly charged Blackubes, the device's motor sputtered on and off, and wouldn't spin the brush at all if any resistance was placed on the brush (e.g., if I put the brush against my teeth). I had to go back to my Eneloop NiMH batteries for the brush as they can handle the device fine (though when voltage drops to the 1.25 range the brush speed is slow for my liking which is why I liked the idea of the constant 1.5v discharge of the Blackubes).In the micro-touch trimmer, the device seems to run OK with the Blackube battery. The motor has noticeably more speed due to the 1.5v discharge than an Eneloop at its normal 1.2-ish range.I don't know if there's something unique about the spinbrush's electronics that challenges the Blackubes, but I expect I'll use the ones I bought in remote controls that are picky for higher voltages and in the micro-touch trimmer.I'm disappointed that these aren't able to spin the head of the toothbrush. I'd be wary of buying them for anything motorized.

",Trafalgar,3.0
82,82,B07MWYYDTM,Size: 2*9V-750mAh,"November 16, 2019",Verified Purchase,"
Recharge
","

  So far so good

",Amazon Customer,4.0
83,83,B07MWYYDTM,Size: 2*9V-750mAh,"November 15, 2019",Verified Purchase,"
Low voltage on batteries.
","

  Fully charged green light indicated batteries only achieved 8.3 volts. Never achieved a full 9 volts.

",Blade Crazy 1,3.0
84,84,B07MWYYDTM,,"November 15, 2019",Verified Purchase,"
Long-lasting Battery
","

  This battery seems to be lasting as long as advertised.

",Joe,5.0
85,85,B07MWYYDTM,,"November 14, 2019",Verified Purchase,"
Great Buy
","

  I tested these on a multimeter and the voltage was spot on.  Not as much capacity as a standard AA, but great rechargeable 1.5V option.  I plan on using these in small electronics projects (like Arduino).The milliamp-hours (mAh) varied between them upon arrival, so be sure to charge each one before using them.  I wish I had seen the 1700 mAh option earlier - I would have liked to have the extra 800 mAh.  Oh well ¯\_(ツ)_/¯

",Master of all things awesome,5.0
86,86,B07MWYYDTM,,"November 14, 2019",Verified Purchase,"
Does exactly what it says, works well.
","

  I started using these instead of the NiMH rechargeables and they are a considerable improvement.  They'll need a lot more charging cycles for me to comment on value for money, but it's noticeable when using motorized devices that you are getting full alkaline-style behavior thanks to the full 1.5V delivery.

",Justin,5.0
87,87,B07MWYYDTM,Size: 4*AAA-600mAh,"November 14, 2019",Verified Purchase,"
great solution
","

  a bit expancive

",ariel karuani,5.0
88,88,B07MWYYDTM,Size: 4*AAA-600mAh,"November 12, 2019",Verified Purchase,"
Don't buy them
","

  These batteries are useless charge them up then put them in small flashlight flat in one hour

",Amazon Customer,1.0
89,89,B07MWYYDTM,,"October 31, 2019",Verified Purchase,"
Replace high use alkaline batteries with these now! It's worth it.
","

  These are fantastic. I use them in my trail cams (3 months and still at 50% charge), motorized azimuth mount for telescope, and metal detector.Long life for a rechargeable battery and great for anything that eats through alkaline batteries.Short recharge time, <2hrs for 4.

",CF,5.0
90,90,B07MWYYDTM,,"October 30, 2019",Verified Purchase,"
They do work
","

  They work

",KMJ Reverse,3.0
91,91,B07MWYYDTM,Size: 2*9V-750mAh,"October 29, 2019",Verified Purchase,"
funciona bien
","

  excelentes

",Juan C. Aponte L.,5.0
92,92,B07MWYYDTM,,"October 28, 2019",Verified Purchase,"
Great it works as expected!
","

  Good choice, works as expected.

",Jose Manuel Aquino,5.0
93,93,B07MWYYDTM,,"October 22, 2019",Verified Purchase,"
Great new product
","

  Great new system of recharging batteries.

",J. Bruno,5.0
94,94,B07MWYYDTM,Size: 4*AAA-600mAh,"October 21, 2019",Verified Purchase,"
Arrived DOA
","

  I ordered the four pack of AAA Blackube lithiums and one was completely defective. Have to wonder about quality control. So far happy with other three. Half hour LED light and no detectable drain with multimeter.

",David Darby,3.0
95,95,B07MWYYDTM,,"October 19, 2019",Verified Purchase,"
Saves Me Money
","

  I'm a Nurse working nights. I use a small pen light to check patients so I don't have to disturb them by turning on a light. I used to often find my pen light turned on in my pocket, with a dead battery. I went through a lot of batteries.This product saves me a fortune. I keep one in my pen light, one in my wireless mouse, and two in my TV remote. I've had to recharge the pen light several times because it keeps turning itself on in my pocket. The others have not yet needed recharging.

",Edward Pearson,5.0
96,96,B07MWYYDTM,,"October 16, 2019",Verified Purchase,"
Batteries
","

  Better than expected

",fue,4.0
97,97,B07MWYYDTM,Size: 4*AAA-600mAh,"October 13, 2019",Verified Purchase,"
Return them QUICKLY, if they dont work!
","

  The plastic coating rips, or was ALREADY getting ready to tear, on the positive ends of 3 out of 4 of the Batteries. 2 of did not work at all.  Since I bot these for my DISABLED ROOMMATE, she was stubborn, and woodnt let me put these in her device, UNTIL her Old batteries died. That means I MISSED the RETURN date.  NOW I am a VERY DISSATISFIED CUSTOMER, and THE RATINGS WILL SHOW IT.

",Sandra Morrison,1.0
98,98,B07MWYYDTM,Size: 4*AAA-600mAh,"October 13, 2019",Verified Purchase,"
needs more QA in manufacturing process.
","

  bought a pack of 4 - 1 of them no longer works after a few charges, and other 3 are still working.  I am aware of charging and discharging processes.

",Marylander,3.0
99,99,B07MWYYDTM,Size: 4*AAA-600mAh,"October 10, 2019",Verified Purchase,"
FIRE HAZARD!!!
","

  These shouldn't be left unattended while charging unless charged in a fire resist surface or container. They don't have enough power for motorized toys or gadgets. They do work well in flashlights. But not really worth the money if they burn up after a few uses.

",Amazon Customer,1.0
100,100,B07MWYYDTM,Size: 4*AAA-600mAh,"October 8, 2019",Verified Purchase,"
Good For Non-Sensitive Loads, While They Last.
","

  Had them around a month.  I have purchased a LOT of them.  Only some are used regularly.  I can tell you this, the power they put out is messy.  Too messy to be used in sensitive electronics that were too cheap to put a capacitor in the incoming power circuit.  ie. Motion detectors. However, they work just fine in most of my applications including 1AAA gearlights.  HOWEVER...after about 3 charges, one of these has just failed today.  The light went out, I put it on charge but both the green and the red lights were on at once...I though Uh Oh...sure enough, the battery is not dead, but the electronics have failed.  I would have given these 4 stars if not for this loss.  Sure, I could probably RMA the whole pack of 4, sacrificing 3 good batteries to replace the one dead one..but I HATE doing crap like that.  So, be advised: Dirty Power and may just die.  At least there was no fire...yet. I'll keep watch on this thing...

",SuperTechX,3.0
101,101,B07MWYYDTM,,"October 8, 2019",Verified Purchase,"
My Error
","

  Two of the four did not hold a charge. I used them in my Tivo remote and they wear down fasted than alkaline AAs. After replacing this item with a similar item I found that the problem was really with the remote. After being dropped several times the remote developed a slow electrical drain.

",Ralph Clark,5.0
102,102,B07MWYYDTM,,"October 8, 2019",Verified Purchase,"
Great batteries
","

  Very good batteries

",Yours truly ,5.0
103,103,B07MWYYDTM,,"October 8, 2019",Verified Purchase,"
50 / 50
","

  i bought a 4-pack on two different occasions. the first set worked as advertised, but the second batch did not.

",Jijjle,1.0
104,104,B07MWYYDTM,,"September 30, 2019",Verified Purchase,"
perfect
","

  I wanted this my whole life and I didn't know it...

",Kenneth T.,5.0
105,105,B07MWYYDTM,,"September 28, 2019",Verified Purchase,"
AA Rechargeable batteries
","

  The Blackube work great in my RC sailboat and transmitter. The USB charging is very convenient.  The added voltage 1.5V over NimH 1.2V batteries is nice. The batteries charge pretty quickly off my USB expansion port on my computer. On top of that 4 of them are about 50 grams lighter than 4 NimH. :-)

",James Helmke,5.0
106,106,B07MWYYDTM,,"September 28, 2019",Verified Purchase,"
These batteries last longer than the 2800 I purchased
","

  Easy to use and they last.

",John Colburn,5.0
107,107,B07MWYYDTM,,"September 26, 2019",Verified Purchase,"
Hi Hopes
","

  I purchased these batteries to feed a Bluetooth mouse that has an appetite for AA batteries. The mouse requires 2 AAs at a time. They worked well, but not long, like many Li ion polymer batteries. I can live with that since they are rechargeable. The major downfall is that after 10 months of use, one battery will no longer charge. The red charge light never goes off and the battery fails in a short time rendering the mouse hungry for more. This still appears to be an emerging technology.

",GaryMN,2.0
108,108,B07MWYYDTM,,"September 22, 2019",Verified Purchase,"
So far I'm impressed.
","

  I haven't used them yet, but so far I'm truly impressed. I ran them across my scope after fully charging them and they all had EXACTLY 1.5 volts! The current while varied slightly were all over the 1700 advertised.  I've not put them to the test yet so I will update this entry soon as I do.

",Ed Brown,5.0
109,109,B07MWYYDTM,,"September 15, 2019",Not Verified,"
Battery BROKE IN HALF!
","

  Very pleased with these for two months.  Used for game controller without issues.  At almost exactly two month mark, when removing battery from charger, the battery broke in half!  I've never heard of such a thing.  See attached photo.  For the price, this is unacceptable (and seems dangerous).  Do not recommend.  I've contacted seller and will update with any response.

",Sunshine stater,2.0
110,110,B07MWYYDTM,,"September 10, 2019",Verified Purchase,"
Good idea, poor lifespan.
","

  I use these in a clock. When first put in in May, the batteries lasted about a week. Now they last less than 3 days.

",Scott Dilley,3.0
111,111,B07MWYYDTM,Size: 4*AAA-600mAh,"September 9, 2019",Verified Purchase,"
Pretty Awesome
","

  I've only had these for like 2 weeks but so far they are pretty good, hence no rating on longevity.  Put them directly into the remote and I could feel the immediate response compared to weak batteries.  I bought a pack of 4, I use 2 in the remote and save 2 for when the active ones have been depleted.  My only problem is the instructions requires the original usb charger to be used, not a generic charger.

",Jason,4.0
112,112,B07MWYYDTM,,"September 6, 2019",Verified Purchase,"
Great batteries for remotes & things you never seem to have a replacement for when you need one!
","

  I think these are great. I put several into remote controls, a computer mouse, and one in a travel toothbrush holder that has a UV light that kills bacteria. So far, I've been using them for months and have not had to recharge any of them. I really like the fact that the recharging port is built into the side and there is no awkward pieces to remove that create poor connections like some of the rechargeable battery manufactures do.

",Robert T Florence,5.0
113,113,B07MWYYDTM,,"September 1, 2019",Not Verified,"
Easy to recharge
","

  Very easy to charge up, lights on the battery will be red when charging and turn green when charge is full. I installed this on a wall clock and it did ok but I would have like to have seen the battery last a little longer. Over all it is a good value for the money and I would like to think itt helps the environment in the long run.

",Gonzalez,4.0
114,114,B07MWYYDTM,,"August 30, 2019",Not Verified,"
Really good rechargeable batteries
","

  These are great rechargeable batteries. They are lithium so be aware the voltage is a little higher than other AAA batteries. The are easy to recharge with the “octopus” cable they came with. I have used them in a few devices and so far the seem to hold a charge longer than other rechargeable batteries.I had a minor issue with the insulation ripping on one battery and the seller immediately made it right. They were very quick to respond and accommodatingI have since gotten a Set of AAs and they are working great in my wife’s Apple trackpad which was going through other rechargeables like eneloops in less than a week. .

",zramix,5.0
