,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating,title_desc
393,393,B087CQVC9G,Size: for Rooms up to 200 sq ft (Alexa Enabled),"July 26, 2020",Verified Purchase,Worked great..............,  Remote control is pointless and just adds to problems.  This unit cooled great for about 10 days and now It's not working.  I'll keep you updated on customer service battle that started today 7/26/20,ILLaC,4.0,Worked great..............  Remote control is pointless and just adds to problems.  This unit cooled great for about 10 days and now It's not working.  I'll keep you updated on customer service battle that started today 7/26/20
394,394,B087CQVC9G,Size: for Rooms up to 150 sq ft,"July 26, 2020",Verified Purchase,Have to have a way to discharge water.,  Dislike that it discharges a LOT of water. I have to have it go in a bucket. I know several who have other brands and they don't have  any water that comes out. And has an metallic odor.,Amanda Paylor,2.0,Have to have a way to discharge water.  Dislike that it discharges a LOT of water. I have to have it go in a bucket. I know several who have other brands and they don't have  any water that comes out. And has an metallic odor.
395,395,B087CQVC9G,Size: for Rooms up to 150 sq ft,"July 26, 2020",Not Verified,Broke- right out of the box,  Turned it on - for the first time....never used...says water level is full....unreal!,J.Kravitz,1.0,Broke- right out of the box  Turned it on - for the first time....never used...says water level is full....unreal!
396,396,B087CQVC9G,Size: for Rooms up to 330 sq ft (Alexa Enabled),"July 26, 2020",Verified Purchase,Waste of money; don’t buy,"  We bought this unit after buying one and loving it for a smaller space. The brand we bought didn’t have one large enough, so we tried this one. It is quiet and easy to install, but it doesn’t work. It didn’t reach temperature ever during the weeks we had it, and it seemed if anything to get worse. It did not keep the room cold. We were saved by Amazon who refunded our money. Thank goodness they are excellent about standing by what they sell.  Try a different brand. I am trying the large Black and Decker whose prices dropped recently. It arrives Wednesday.",Paula Elizabeth,1.0,"Waste of money; don’t buy  We bought this unit after buying one and loving it for a smaller space. The brand we bought didn’t have one large enough, so we tried this one. It is quiet and easy to install, but it doesn’t work. It didn’t reach temperature ever during the weeks we had it, and it seemed if anything to get worse. It did not keep the room cold. We were saved by Amazon who refunded our money. Thank goodness they are excellent about standing by what they sell.  Try a different brand. I am trying the large Black and Decker whose prices dropped recently. It arrives Wednesday."
397,397,B087CQVC9G,Size: for Rooms up to 200 sq ft (Alexa Enabled),"July 25, 2020",Verified Purchase,Carton was missing the bottom of the shipping carton and was held together by plastic straps!,"  The interior parts were broken and the unit would NOT function, sounded like a farmer's thrashing machine!I believe that I was sent a refurbished unit, at minimum a broken one, NOT A NEW AC UNIT !! ???I believe I was sent a defective machine, the box had been opened and resealed with 2 plastics wraps, the bottom of the carton was missing and was never replaced and the 2 plastic straps were to hold a single piece of about a 50# weight of cardboard to replace the BOTTOM OF THE CONTAINER to hold the carton together!! FOR SHIPPING!AMAZON'S CUSTOMER SERVICE ""WAS OUTSTANDING"" IN HANDLING THIS MESS ""AND I THANK THEM FOR THEIR CURIOSITY AND PROFFESSIONALIZM !  Don Clark, Prime Member !",disappointed,1.0,"Carton was missing the bottom of the shipping carton and was held together by plastic straps!  The interior parts were broken and the unit would NOT function, sounded like a farmer's thrashing machine!I believe that I was sent a refurbished unit, at minimum a broken one, NOT A NEW AC UNIT !! ???I believe I was sent a defective machine, the box had been opened and resealed with 2 plastics wraps, the bottom of the carton was missing and was never replaced and the 2 plastic straps were to hold a single piece of about a 50# weight of cardboard to replace the BOTTOM OF THE CONTAINER to hold the carton together!! FOR SHIPPING!AMAZON'S CUSTOMER SERVICE ""WAS OUTSTANDING"" IN HANDLING THIS MESS ""AND I THANK THEM FOR THEIR CURIOSITY AND PROFFESSIONALIZM !  Don Clark, Prime Member !"
398,398,B087CQVC9G,Size: for Rooms up to 150 sq ft,"July 25, 2020",Verified Purchase,Very satisfied,  Really awesome product works perfect,Shylina Campbell,5.0,Very satisfied  Really awesome product works perfect
399,399,B087CQVC9G,Size: for Rooms up to 200 sq ft (Alexa Enabled),"July 25, 2020",Verified Purchase,I will tell you when it arrives,  I liked what i read mostly the discount. Hoping you applied the discount. The final price didn’t reflect this. Please explainiIt seemed a great bargain and I don’t want to have to return it to you for faulty billing,Rosemarie M.,1.0,I will tell you when it arrives  I liked what i read mostly the discount. Hoping you applied the discount. The final price didn’t reflect this. Please explainiIt seemed a great bargain and I don’t want to have to return it to you for faulty billing
400,400,B087CQVC9G,Size: for Rooms up to 200 sq ft (Alexa Enabled),"July 24, 2020",Verified Purchase,Love it!,  Love it. Hoping to move our bed out of the way. But it was way easy to set up and blows super cold air. Feels so good to be sleeping comfortable again and not way too hot. I waited all day for UPS excited to get this and was hoping it would be exactly what I wanted and it's everything I hoped for. Was going to go with a different product but it had horrible reviews and I don't regret changing my mind:),Brandy/Jordan Thorn,5.0,Love it!  Love it. Hoping to move our bed out of the way. But it was way easy to set up and blows super cold air. Feels so good to be sleeping comfortable again and not way too hot. I waited all day for UPS excited to get this and was hoping it would be exactly what I wanted and it's everything I hoped for. Was going to go with a different product but it had horrible reviews and I don't regret changing my mind:)
401,401,B087CQVC9G,Size: for Rooms up to 200 sq ft (Alexa Enabled),"July 24, 2020",Verified Purchase,Worth the extra $50,"  Bought one before this on a ""Lighting Deal,"" saved like $50, had to return it and buy this one which ended up being great.",Amazon Customer,5.0,"Worth the extra $50  Bought one before this on a ""Lighting Deal,"" saved like $50, had to return it and buy this one which ended up being great."
402,402,B087CQVC9G,Size: for Rooms up to 275 sq ft (Alexa enabled),"July 23, 2020",Verified Purchase,Unable to detect wifi,  Tried many times and gave up to detect the 2.4g WiFi.,jg,1.0,Unable to detect wifi  Tried many times and gave up to detect the 2.4g WiFi.
403,403,B087CQVC9G,Size: for Rooms up to 200 sq ft (Alexa Enabled),"July 22, 2020",Verified Purchase,Arrived Broken - Amazon Customer Service Rocks Though,"  The unit arrived.. being one of the hottest summers in Seattle I was so ready to get it set up. After installing the window frame, and getting it all good to go, I turned it on and there was a SUPER loud clanking noise coming from inside of the unit. Turns out the fan was literally broken into pieces.Giving 4 stars, because it does look good and it was pushing cold air, besides the noise. I chatted with Amazon Customer Services and they are sending a new unit to me asap.. will update when that arrives.",bt,4.0,"Arrived Broken - Amazon Customer Service Rocks Though  The unit arrived.. being one of the hottest summers in Seattle I was so ready to get it set up. After installing the window frame, and getting it all good to go, I turned it on and there was a SUPER loud clanking noise coming from inside of the unit. Turns out the fan was literally broken into pieces.Giving 4 stars, because it does look good and it was pushing cold air, besides the noise. I chatted with Amazon Customer Services and they are sending a new unit to me asap.. will update when that arrives."
404,404,B087CQVC9G,Size: for Rooms up to 150 sq ft,"July 22, 2020",Verified Purchase,A-OK,  Good air conditioner for a small room. Easy set-up good price,Amazon Customer,4.0,A-OK  Good air conditioner for a small room. Easy set-up good price
405,405,B087CQVC9G,Size: for Rooms up to 150 sq ft,"July 22, 2020",Verified Purchase,"Yes, it works as advertised",  Product works beautifully for cooling my living room. Easily installed. Easy to move. Lighter than my less efficient traditional window unit.,Patricia L Moore,5.0,"Yes, it works as advertised  Product works beautifully for cooling my living room. Easily installed. Easy to move. Lighter than my less efficient traditional window unit."
406,406,B07RCZWQ7P,,"August 25, 2020",Verified Purchase,Not worth it,  Not what I thought it was,Lynnette Spagna,1.0,Not worth it  Not what I thought it was
407,407,B07RCZWQ7P,,"August 25, 2020",Verified Purchase,HAD TO RETURN. Does not cool effectively.,"  Does not cool effectively.  Had to return.  Uses water, which has to be refilled ever 60 to 90 minutes.",Benita Dilley or Kelly Schultz,1.0,"HAD TO RETURN. Does not cool effectively.  Does not cool effectively.  Had to return.  Uses water, which has to be refilled ever 60 to 90 minutes."
408,408,B07RCZWQ7P,,"August 24, 2020",Verified Purchase,Not worth the price tag. Basically a mini fan,"  This really is a MINI personal cooler. Not for a room, should probably only be used at a desk. I was hoping for more power, to be able to cool down a small bedroom or bathroom. It can blow chilly air if you freeze the filter as directed, but only for about an hour until it thaws. You have to be close to feel it, like a mini fan you can get for $12. For example, if you point it towards you while lying in bed, you might be able to cool your face if it’s close enough to you. No more than that",Sam Peterson,3.0,"Not worth the price tag. Basically a mini fan  This really is a MINI personal cooler. Not for a room, should probably only be used at a desk. I was hoping for more power, to be able to cool down a small bedroom or bathroom. It can blow chilly air if you freeze the filter as directed, but only for about an hour until it thaws. You have to be close to feel it, like a mini fan you can get for $12. For example, if you point it towards you while lying in bed, you might be able to cool your face if it’s close enough to you. No more than that"
409,409,B07RCZWQ7P,,"August 24, 2020",Not Verified,Garbage.,"  Absolute garbage.  What came was marked up as though used, broken And bent plastic pieces.  Did not cool the air, rather a low powered fan that looks ugly.  Customer support gets 0 stars for not ever responding appropriately to my grievances. The garbage was not as advertised, broken and ineffective.  They offered me a 30% discount on more of their products rather than refunding me and providing directions how to return.  AVOID!",Dber,1.0,"Garbage.  Absolute garbage.  What came was marked up as though used, broken And bent plastic pieces.  Did not cool the air, rather a low powered fan that looks ugly.  Customer support gets 0 stars for not ever responding appropriately to my grievances. The garbage was not as advertised, broken and ineffective.  They offered me a 30% discount on more of their products rather than refunding me and providing directions how to return.  AVOID!"
410,410,B07RCZWQ7P,,"August 24, 2020",Not Verified,full of hot air,  did nothing but leak...,sera,1.0,full of hot air  did nothing but leak...
411,411,B07RCZWQ7P,,"August 23, 2020",Not Verified,Scam!,  I've bought these and similar products in the past and I can definitely say that these mini portable fans are scams. They do absolutely NOTHING to cool down your room or at least in any practically useful sense. Just buy a fan or an AC,Le Quient Lewis II,1.0,Scam!  I've bought these and similar products in the past and I can definitely say that these mini portable fans are scams. They do absolutely NOTHING to cool down your room or at least in any practically useful sense. Just buy a fan or an AC
412,412,B07RCZWQ7P,,"August 23, 2020",Verified Purchase,works,  could be made a little better,Robert J Greene,5.0,works  could be made a little better
413,413,B07RCZWQ7P,,"August 23, 2020",Verified Purchase,Not worth the money,  This product is the no good. The events fell off and trying to get the tray in and was a pain. I feel I deserve a total refund. And I will not recommend this product to anyone.,connie lynn rabb,1.0,Not worth the money  This product is the no good. The events fell off and trying to get the tray in and was a pain. I feel I deserve a total refund. And I will not recommend this product to anyone.
414,414,B07RCZWQ7P,,"August 22, 2020",Not Verified,Works better than advertised!!!,  This works GREAT. I wet the filter and freeze it and I add cold water with ice cubes and I also run an oscillating fan in the room and it cools down my sons bedroom no problem. It will keep it a comfortable 68 degrees all night.,Ashley,5.0,Works better than advertised!!!  This works GREAT. I wet the filter and freeze it and I add cold water with ice cubes and I also run an oscillating fan in the room and it cools down my sons bedroom no problem. It will keep it a comfortable 68 degrees all night.
415,415,B07RCZWQ7P,,"August 22, 2020",Verified Purchase,So far so good.,  Seems to be good. Should say you have to replace filter periodically when you are buying.,Oldman69,4.0,So far so good.  Seems to be good. Should say you have to replace filter periodically when you are buying.
416,416,B07RCZWQ7P,,"August 22, 2020",Verified Purchase,You must fill water are and MUST freeze filter!,"  Not suitable foe are over 10x10, maybe suitable for sleeping are in tiny home!",Randy,2.0,"You must fill water are and MUST freeze filter!  Not suitable foe are over 10x10, maybe suitable for sleeping are in tiny home!"
417,417,B07RCZWQ7P,,"August 22, 2020",Verified Purchase,Not worth the money,  Doesn't really keep anything cool even with the suggestions.,Caridad,2.0,Not worth the money  Doesn't really keep anything cool even with the suggestions.
418,418,B07RCZWQ7P,,"August 22, 2020",Not Verified,Stopped working,"  It worked like a charm for a full summer.  I didn't use it during the winter.  When I went to use again this summer (2020), it didn't work.  Didn't turn on.  Didn't do anything.  So, for 12 weeks of summer, this will work great.  Don't plan on using it a second summer.",Go Navy!,1.0,"Stopped working  It worked like a charm for a full summer.  I didn't use it during the winter.  When I went to use again this summer (2020), it didn't work.  Didn't turn on.  Didn't do anything.  So, for 12 weeks of summer, this will work great.  Don't plan on using it a second summer."
419,419,B07RCZWQ7P,,"August 22, 2020",Verified Purchase,don't waist your money or time,"  This thing is an over glorified ice pack and fan, completely worthless.",Amazon Customer,1.0,"don't waist your money or time  This thing is an over glorified ice pack and fan, completely worthless."
420,420,B07RCZWQ7P,,"August 22, 2020",Verified Purchase,Don't waste your money.,"  I once had an original Arctic Chill, and I quite liked it. This product is NOT an Arctic Chill, and design differences are deal breakers. I thought it would be about the same, but it definitely is not. The filter is positioned so that the air just kinda flows past it, not through it, so very little evaporation happens, meaning the air blowing through remains quite hot. Useless. Also, it's LOUD! So essentially, a very expensive, inconvenient, loud and hot fan.  Don't bother.",Vicki L. Smith,1.0,"Don't waste your money.  I once had an original Arctic Chill, and I quite liked it. This product is NOT an Arctic Chill, and design differences are deal breakers. I thought it would be about the same, but it definitely is not. The filter is positioned so that the air just kinda flows past it, not through it, so very little evaporation happens, meaning the air blowing through remains quite hot. Useless. Also, it's LOUD! So essentially, a very expensive, inconvenient, loud and hot fan.  Don't bother."
421,421,B07RCZWQ7P,,"August 22, 2020",Verified Purchase,Great but then it wasnt,  First use was great but then the lid to hold water cracked off then it started glitching had to throw it away after 2 weeks. Does blow cold air when working.,Roseanna Necochea,3.0,Great but then it wasnt  First use was great but then the lid to hold water cracked off then it started glitching had to throw it away after 2 weeks. Does blow cold air when working.
422,422,B07RCZWQ7P,,"August 22, 2020",Not Verified,Just doesn't work as advertised.,"  I didn't expect much from this little thing, but it still managed to let me down.  I wetted and froze the filter, added cold water to the chamber and yet it managed to blow out warm air, with my hand about a foot away from the vents.  I'm stunned at the epic failure.",Lori H Miller,1.0,"Just doesn't work as advertised.  I didn't expect much from this little thing, but it still managed to let me down.  I wetted and froze the filter, added cold water to the chamber and yet it managed to blow out warm air, with my hand about a foot away from the vents.  I'm stunned at the epic failure."
423,423,B07RCZWQ7P,,"August 21, 2020",Verified Purchase,Product is over priced,"  A small oscillating fan is just as efficient, and better value for the money.",Lisa R. Yerke,1.0,"Product is over priced  A small oscillating fan is just as efficient, and better value for the money."
424,424,B07RCZWQ7P,,"August 21, 2020",Not Verified,Does What It Says,"  Great little unit. I have it on my. Ightstand and it provides a nice cool down as I have it facing my face.  It’s not going to cool a room, but it’s perfect for my needs. Used it for a month now and no problems.",Tracey L. Pickens,5.0,"Does What It Says  Great little unit. I have it on my. Ightstand and it provides a nice cool down as I have it facing my face.  It’s not going to cool a room, but it’s perfect for my needs. Used it for a month now and no problems."
425,425,B07RCZWQ7P,,"August 21, 2020",Verified Purchase,Bad,  Really? Blows like a small mini fan.. Even though I put ice. Not worth the buy even for a small room. Not worth it.,Olivea Brown,1.0,Bad  Really? Blows like a small mini fan.. Even though I put ice. Not worth the buy even for a small room. Not worth it.
426,426,B07RCZWQ7P,,"August 20, 2020",Not Verified,Doesn't work,"  Cold air??? You have to be kidding me! This thing is basically just a humidifier that blows air. I got sucked in to buying this piece of crap this past season with the hot air in northern Ohio. So, I plugged it in and filled up the water reserve and my room was even MORE humid. UGH!!! Don't even think about investing in this unless you live in the hot western desert. It will only increase humidity and will definitely NOT decrease the temperature.  I returned it to Wal-Mart within 48 hours. DON'T BUY unless you have money to throw away!!!",Karen,1.0,"Doesn't work  Cold air??? You have to be kidding me! This thing is basically just a humidifier that blows air. I got sucked in to buying this piece of crap this past season with the hot air in northern Ohio. So, I plugged it in and filled up the water reserve and my room was even MORE humid. UGH!!! Don't even think about investing in this unless you live in the hot western desert. It will only increase humidity and will definitely NOT decrease the temperature.  I returned it to Wal-Mart within 48 hours. DON'T BUY unless you have money to throw away!!!"
427,427,B07RCZWQ7P,,"August 20, 2020",Verified Purchase,worst item ever,  did not work at all. did not cool at all. returned,william h. butler jr.,1.0,worst item ever  did not work at all. did not cool at all. returned
428,428,B07RCZWQ7P,,"August 20, 2020",Verified Purchase,Uselle - Please don't buy this,  In a small room might be ok.,Amazon Customer,1.0,Uselle - Please don't buy this  In a small room might be ok.
429,429,B07RCZWQ7P,,"August 19, 2020",Not Verified,Nice and would purchase again,  This little thing works! I have To say it has provided my bedroom with enough cool air to make me feel comfortable. What I also Like is that you can soak the air filter and freeze it! that really makes a difference too! Is it made to cool down a whole house? No! It’s very tiny so don’t expect much! I gave It 4 because I feel Like it should have been a little bigger.,Chandell,4.0,Nice and would purchase again  This little thing works! I have To say it has provided my bedroom with enough cool air to make me feel comfortable. What I also Like is that you can soak the air filter and freeze it! that really makes a difference too! Is it made to cool down a whole house? No! It’s very tiny so don’t expect much! I gave It 4 because I feel Like it should have been a little bigger.
430,430,B07RCZWQ7P,,"August 19, 2020",Verified Purchase,Perfect for a sunroom.,  We love this compact unit. We use it in the sunroom in the late sunny part of the day to cool the sunroom. Love it.,Amazon Customer,5.0,Perfect for a sunroom.  We love this compact unit. We use it in the sunroom in the late sunny part of the day to cool the sunroom. Love it.
431,431,B07RCZWQ7P,,"August 18, 2020",Verified Purchase,NOT an air conditioner!,"  This should not be called an air conditioner!  It was like a little fan blowing cool air because of the wet slats inside.  I mean it was fine if you need a small fan on your nightstand, but hardly an air conditioner!  Save money and buy a good little fan.  I felt duped.",ARbee,2.0,"NOT an air conditioner!  This should not be called an air conditioner!  It was like a little fan blowing cool air because of the wet slats inside.  I mean it was fine if you need a small fan on your nightstand, but hardly an air conditioner!  Save money and buy a good little fan.  I felt duped."
432,432,B07RCZWQ7P,,"August 18, 2020",Verified Purchase,not very effective,  the first one I had to return because it did not hold ANY charge. I thought this woukd help me (I do hair outside) doesn't help me stay cool,Abby Morganstein,2.0,not very effective  the first one I had to return because it did not hold ANY charge. I thought this woukd help me (I do hair outside) doesn't help me stay cool
433,433,B07RCZWQ7P,,"August 14, 2020",Verified Purchase,I could have built this simpleton junk myself,"  and saved myself some cashmoney. It cools as much as an expensive 10,000 BTU air conditioner (That isn't a compliment). Anything below 14,000 BTU is JUNK... anything below that DOES. NOT. COOL. POWERFULLY. ENOUGH. This is basically a tiny little low-blowing fan with some ice in front of it (ice which melts very quickly). I have to sit in front of my garbage 5,000/8,000 BTU air conditioner to get a cool feeling, same here. I've switched between them to test the cool. Same difference. Siiigh. We can send men to the moon but we can't make a decent portable air conditioner or little cooling contraption that works?",Perspiring in Pittsburgh,3.0,"I could have built this simpleton junk myself  and saved myself some cashmoney. It cools as much as an expensive 10,000 BTU air conditioner (That isn't a compliment). Anything below 14,000 BTU is JUNK... anything below that DOES. NOT. COOL. POWERFULLY. ENOUGH. This is basically a tiny little low-blowing fan with some ice in front of it (ice which melts very quickly). I have to sit in front of my garbage 5,000/8,000 BTU air conditioner to get a cool feeling, same here. I've switched between them to test the cool. Same difference. Siiigh. We can send men to the moon but we can't make a decent portable air conditioner or little cooling contraption that works?"
434,434,B07RCZWQ7P,,"August 13, 2020",Verified Purchase,Great Fan!,  This little unit doesn't cool a room like an air conditioner would but I can feel the difference in the temperature in the room. I use it in my bedroom and it has become infinitely easier to sleep on hot nights as I don't have air conditioning upstairs. When you freeze the filter and put a couple of Reddy Ice cubes in the tray the cooling power is phenomenal.,Claudette,5.0,Great Fan!  This little unit doesn't cool a room like an air conditioner would but I can feel the difference in the temperature in the room. I use it in my bedroom and it has become infinitely easier to sleep on hot nights as I don't have air conditioning upstairs. When you freeze the filter and put a couple of Reddy Ice cubes in the tray the cooling power is phenomenal.
435,435,B07RCZWQ7P,,"August 13, 2020",Not Verified,The negative reviews are accurate.  Save your money.,"  What an effing joke!  I did not expect ac type air, however, the air coming from this unit is slightly cool.  I placed the wet filter in the freezer, plus added crushed ice and water.  This does nothing to cool me down.  As stated, the air is barely cool.  A total waste of money, unit will be returned.",Amazon Customer,1.0,"The negative reviews are accurate.  Save your money.  What an effing joke!  I did not expect ac type air, however, the air coming from this unit is slightly cool.  I placed the wet filter in the freezer, plus added crushed ice and water.  This does nothing to cool me down.  As stated, the air is barely cool.  A total waste of money, unit will be returned."
436,436,B07RCZWQ7P,,"August 13, 2020",Verified Purchase,don't like it,  Product was not as i expected,mrs. johnson,1.0,don't like it  Product was not as i expected
437,437,B07RCZWQ7P,,"August 13, 2020",Not Verified,"Junk, made of cheap brittle plastic. My all-time worst Amazon purchase!","  I ordered 2 of these, one for a gift.  The first came out of the box with slats falling out of device, nubs meant to hold them in place broken off.  The 2nd wasn't broken on delivery, but more fragile plastic requiring cautious handling.  This is the most trashy purchase I've ever made at Amazon...certainly worth nothing near the price, unlikely to make it through the summer, and not worth the price to return. Manufactured garbage!",G. Onnen,1.0,"Junk, made of cheap brittle plastic. My all-time worst Amazon purchase!  I ordered 2 of these, one for a gift.  The first came out of the box with slats falling out of device, nubs meant to hold them in place broken off.  The 2nd wasn't broken on delivery, but more fragile plastic requiring cautious handling.  This is the most trashy purchase I've ever made at Amazon...certainly worth nothing near the price, unlikely to make it through the summer, and not worth the price to return. Manufactured garbage!"
438,438,B07RCZWQ7P,,"August 13, 2020",Verified Purchase,"Save your money, look elsewhere","  Not worth the price. It's too small does not get cold, not even by freezing the filter as they recommend. You are better off buying a good fan.",Maria Armenta,1.0,"Save your money, look elsewhere  Not worth the price. It's too small does not get cold, not even by freezing the filter as they recommend. You are better off buying a good fan."
439,439,B07RCZWQ7P,,"August 12, 2020",Not Verified,"The inventors should be sued! This is the worst, stupidest product ever thought of!",  What a f-ing joke! Just stick an ice tray in front of a fan and it would be cooler than this piece of garbage!,Vic,1.0,"The inventors should be sued! This is the worst, stupidest product ever thought of!  What a f-ing joke! Just stick an ice tray in front of a fan and it would be cooler than this piece of garbage!"
440,440,B07RCZWQ7P,,"August 12, 2020",Verified Purchase,It's a bad product,"  This product is not worth it, it doesn't produce enough air, it leaks & the filter got soaked quickly. I DON'T recommend it.",Tara Myerson,1.0,"It's a bad product  This product is not worth it, it doesn't produce enough air, it leaks & the filter got soaked quickly. I DON'T recommend it."
441,441,B07RCZWQ7P,,"August 11, 2020",Verified Purchase,SRTIC PORTABLE AIR CONDITIONER,  WONDERFUL BLOWING ON ME WHILE ON MY TABLET IN MY ARIZONA ROOM IN HOT AND SUNNY ARIZONA!,STANFORD W HOREK,5.0,SRTIC PORTABLE AIR CONDITIONER  WONDERFUL BLOWING ON ME WHILE ON MY TABLET IN MY ARIZONA ROOM IN HOT AND SUNNY ARIZONA!
442,442,B07RCZWQ7P,,"August 11, 2020",Verified Purchase,Disappointed,"  Very disappointed in this unit, not powerful at all and does not stay cold very long, underwhelming.",Terence Floyd,2.0,"Disappointed  Very disappointed in this unit, not powerful at all and does not stay cold very long, underwhelming."
443,443,B07RCZWQ7P,,"August 11, 2020",Verified Purchase,Works well,  Works better than I thought it would. Worth the price.,Bob Morton,5.0,Works well  Works better than I thought it would. Worth the price.
444,444,B07RCZWQ7P,,"August 11, 2020",Verified Purchase,No More Than A Simple Fan You Buy Locally,  This is no more than simple fan the ice melts in less than 5 minutes doesn't evwn get the water cool,Kathy Reimer,2.0,No More Than A Simple Fan You Buy Locally  This is no more than simple fan the ice melts in less than 5 minutes doesn't evwn get the water cool
445,445,B07RCZWQ7P,,"August 11, 2020",Verified Purchase,Works great!,  Works just like it said it was supposed to. I put it on my desk at work and it makes my area very cool.,Christy Smith,5.0,Works great!  Works just like it said it was supposed to. I put it on my desk at work and it makes my area very cool.
446,446,B07RCZWQ7P,,"August 11, 2020",Verified Purchase,works well in low humidity,  Effective cooling for a few hours.  I live in z dry climate and keep this right by my bed.  At bedtime with a frozen filter this unit feels great.  Wish it came with 2 filters.,Anne G. Kremer,4.0,works well in low humidity  Effective cooling for a few hours.  I live in z dry climate and keep this right by my bed.  At bedtime with a frozen filter this unit feels great.  Wish it came with 2 filters.
447,447,B07RCZWQ7P,,"August 10, 2020",Verified Purchase,Waste of money,  There is no difference between this and a small fan.,Gary,1.0,Waste of money  There is no difference between this and a small fan.
448,448,B07RCZWQ7P,,"August 10, 2020",Verified Purchase,Not portable,  I loved that it’s easy to use but it’s not portable as advertised. You cannot charge it and take it outdoors it has to stay plugged in so it’s not really what I wanted.,Catherine Crosby,2.0,Not portable  I loved that it’s easy to use but it’s not portable as advertised. You cannot charge it and take it outdoors it has to stay plugged in so it’s not really what I wanted.
449,449,B07RCZWQ7P,,"August 10, 2020",Verified Purchase,Don't bother,"  Arctic- nope. Maybe if the Arctic melted away to a luke warm puddle.This ""arctic chill"" is not even as effective as a fan. Has absolutely no cooling effect on even a 8ftx10ft room. Not even with it right near your body.",Donna Stevens,1.0,"Don't bother  Arctic- nope. Maybe if the Arctic melted away to a luke warm puddle.This ""arctic chill"" is not even as effective as a fan. Has absolutely no cooling effect on even a 8ftx10ft room. Not even with it right near your body."
450,450,B07RCZWQ7P,,"August 10, 2020",Verified Purchase,a bit over priced.,"  I paid $36 for it, but it's only worth about 30. that said it works very well for a SMALL cheap evaporative cooler. only cools for about an hour before the mister can't keep up with the fan. 4 stars because it's cheap, and did as expected, just not very long.",Ben,4.0,"a bit over priced.  I paid $36 for it, but it's only worth about 30. that said it works very well for a SMALL cheap evaporative cooler. only cools for about an hour before the mister can't keep up with the fan. 4 stars because it's cheap, and did as expected, just not very long."
451,451,B07RCZWQ7P,,"August 10, 2020",Not Verified,IT'S JUNK DON'T BUY IT!!,  It doesn't cool at all. I checked with a laser thermometer and it does absolutely nothing. Save your money.,AK,1.0,IT'S JUNK DON'T BUY IT!!  It doesn't cool at all. I checked with a laser thermometer and it does absolutely nothing. Save your money.
452,452,B07RCZWQ7P,,"August 10, 2020",Not Verified,Irish Spring Air,"  Well they should have called it Irish Spring Air, because it certainly doesn't feel like the Arctic, nevertheless its cool enough and pleasant when you sit near it. It definitely supplements my window fan in a good way, it makes a difference and keeps me cooler.No, its not an Air Conditioner. Those cost $250+The only complaint is that the air filter got moldy pretty quick. My suggestion is dont leave water in it, filter it out when youre done and run the thing until its dry.",Karl Appleby,4.0,"Irish Spring Air  Well they should have called it Irish Spring Air, because it certainly doesn't feel like the Arctic, nevertheless its cool enough and pleasant when you sit near it. It definitely supplements my window fan in a good way, it makes a difference and keeps me cooler.No, its not an Air Conditioner. Those cost $250+The only complaint is that the air filter got moldy pretty quick. My suggestion is dont leave water in it, filter it out when youre done and run the thing until its dry."
453,453,B07RCZWQ7P,,"August 10, 2020",Verified Purchase,Crappy,  I was very disappointed this was listed as the second best personal cooler. This air cooler barely blows any air even on high. It is made of cheap plastic. Even freezing the filter and putting ice water in it and it didn't do a thing. My regular fan does a better job.,tracim28,1.0,Crappy  I was very disappointed this was listed as the second best personal cooler. This air cooler barely blows any air even on high. It is made of cheap plastic. Even freezing the filter and putting ice water in it and it didn't do a thing. My regular fan does a better job.
454,454,B07RCZWQ7P,,"August 10, 2020",Verified Purchase,It works...,"  Excellent product, that will keep your room cool during the hot summer days.",Nayski,5.0,"It works...  Excellent product, that will keep your room cool during the hot summer days."
455,455,B07RCZWQ7P,,"August 10, 2020",Verified Purchase,Effective and Simple,  Decent price and cools the air! Purchased 2 for my daughter's rooms. They are simple to use. We freeze the air filter and fill with ice water. These deliver a nice cool air that keeps their rooms comfortable.,Andrea Skaggs,4.0,Effective and Simple  Decent price and cools the air! Purchased 2 for my daughter's rooms. They are simple to use. We freeze the air filter and fill with ice water. These deliver a nice cool air that keeps their rooms comfortable.
456,456,B07RCZWQ7P,,"August 9, 2020",Verified Purchase,"It's okay, but WOW is it LOUD!","  It does seem to cool the are a few degrees, if you are right in front of it.  I like the blue light (2 brightness settings or off).  WOW, the fan is LOUD.  Fan has three speeds; lowest speed helps to lower the noise, but then of course you get less cooling effect.  Only about $30, so it's worth it for the really hot days where you're willing to trade off the noise for some cooling.",DJWeb,3.0,"It's okay, but WOW is it LOUD!  It does seem to cool the are a few degrees, if you are right in front of it.  I like the blue light (2 brightness settings or off).  WOW, the fan is LOUD.  Fan has three speeds; lowest speed helps to lower the noise, but then of course you get less cooling effect.  Only about $30, so it's worth it for the really hot days where you're willing to trade off the noise for some cooling."
