,asin,product,date,verified,title,desc,reviewer_name,rating,month,year,month_year,title_desc
1607,B07D1LMMDD,AAA,2019-12-22,Verified Purchase,Time saver," These are so convenient and easy to charge the multi charger makes it a breeze to do multiple batteries at the same time, which save space on charging. I wish they would do this on other sizes too.",Marilyn Pitts,5.0,12,2019,2019-12,"Time saver These are so convenient and easy to charge the multi charger makes it a breeze to do multiple batteries at the same time, which save space on charging. I wish they would do this on other sizes too."
1608,B07D1LMMDD,AAA,2019-12-08,Verified Purchase,GOOD BUY," ALL WORKED HAVE AAA AND D.  DO NOT BUY THE TWHARF BRAND, 1/2 DO NOT WORK  AS WITH ANY TYPE LI-ION DO NOT USE IN A LIGHT IF THE BATTERY IS NEXT TO LED THAT PUTS OFF HEAT OR HAS A HIGH AMP DRAW.",Tim P.,5.0,12,2019,2019-12,"GOOD BUY ALL WORKED HAVE AAA AND D.  DO NOT BUY THE TWHARF BRAND, 1/2 DO NOT WORK  AS WITH ANY TYPE LI-ION DO NOT USE IN A LIGHT IF THE BATTERY IS NEXT TO LED THAT PUTS OFF HEAT OR HAS A HIGH AMP DRAW."
1609,B07D1LMMDD,AAA,2019-12-06,Verified Purchase,Perfect product," I never bought another batteries again, this one’s doing all",Cheito,5.0,12,2019,2019-12,"Perfect product I never bought another batteries again, this one’s doing all"
1610,B07D1LMMDD,AAA,2019-12-05,Verified Purchase,Don't hold a charge," I've only had these for a couple of months, but they can't hold a charge anymore. The instructions said that these should last about 3 years, but I don't think that's the case for mine. Considering how many other rechargeable battery options Amazon offers, I wouldn't buy these.",P.S.V,1.0,12,2019,2019-12,"Don't hold a charge I've only had these for a couple of months, but they can't hold a charge anymore. The instructions said that these should last about 3 years, but I don't think that's the case for mine. Considering how many other rechargeable battery options Amazon offers, I wouldn't buy these."
1611,B07D1LMMDD,AAA,2019-12-01,Verified Purchase,Good batteries," I bought these to use in my wireless mouse. I use my mouse all day, everyday and go through a lot of batteries.",Klingon,5.0,12,2019,2019-12,"Good batteries I bought these to use in my wireless mouse. I use my mouse all day, everyday and go through a lot of batteries."
1612,B07D1LMMDD,AAA,2019-11-29,Verified Purchase,Description matches product., Good quality product,Automotive Technologies,5.0,11,2019,2019-11,Description matches product. Good quality product
1613,B07D1LMMDD,AAA,2019-11-20,Verified Purchase,Easy charge," I bought these for my pen lights I use at work, they charge well and seem to last as long as store bought batteries, I was alittle skeptical at first because of the size and I've never seen AAA batteries with a USB charger like these, but I like them, would buy again if I need more, thank you",John Hayhurst,5.0,11,2019,2019-11,"Easy charge I bought these for my pen lights I use at work, they charge well and seem to last as long as store bought batteries, I was alittle skeptical at first because of the size and I've never seen AAA batteries with a USB charger like these, but I like them, would buy again if I need more, thank you"
1614,B07D1LMMDD,AAA,2019-11-04,Verified Purchase,"Ok buy, but !", I put these batteries in a wireless mouse I barely use for work and the charge is always done by time I get to use it. Lucky for me it came with 4 so I can swap them out.. I wish it held a longer change seeing that I barely use the items i bought this for.,Jay,3.0,11,2019,2019-11,"Ok buy, but ! I put these batteries in a wireless mouse I barely use for work and the charge is always done by time I get to use it. Lucky for me it came with 4 so I can swap them out.. I wish it held a longer change seeing that I barely use the items i bought this for."
1615,B07D1LMMDD,AAA,2019-11-02,Verified Purchase,Good item, Works with all producta,Dakota,5.0,11,2019,2019-11,Good item Works with all producta
1616,B07D1LMMDD,AAA,2019-10-29,Verified Purchase,These do not hold a charge very long at all., These do not hold a charge very long at all. I recycled them.,A. Dawson,1.0,10,2019,2019-10,These do not hold a charge very long at all. These do not hold a charge very long at all. I recycled them.
1617,B07D1LMMDD,AAA,2019-10-11,Verified Purchase,DANGEROUS -- DO NOT BUY," DANGEROUS -- DO NOT BUYThese do not charge on a normal 1.5 volt charger; at least, they are simply not recognized by a Maha quick/soft charger.These will charge on a lithium-capable intelligent charger.  On a Nitecore branded smart charger the appear to charge in the 4 +/- volt range.  However, they do not hold a charge worth bothering with.  They are quickly drained in any application I've tried -- electric toothbrush, electric ear trimmer, flashlight -- never lasting more than about 5 minutes of run time.These appear to charge on a micro-usb charger; however, BEWARE!The first battery I put on a micro-usb charged from dead flat for a couple hours.  When I checked it the LED was still solid red, indicating it was charging; however, the battery was extremely hot and after taking it off and letting it cool down I noticed the battery had swollen and was deformed along one side.  Note this deformation in the uploaded picture.The second battery I tried charging with micro-usb (not having learned my lesson apparently) was also from dead flat.  After less than 10 minutes the battery began to SMOKE!  Smoke poured out the micro-usb port until I was able to disconnect it, burning myself in the process.THIS PRODUCT IS DANGEROUS!  I post this as public service message.  Seller and manufacturer -- do not bother contacting me, I will not take this review down as this product presents a danger to the public.I STRONGLY RECOMMEND AGAINST THIS PRODUCT, AND DISCONTINUING USE IF YOU ALREADY OWN.",NH,1.0,10,2019,2019-10,"DANGEROUS -- DO NOT BUY DANGEROUS -- DO NOT BUYThese do not charge on a normal 1.5 volt charger; at least, they are simply not recognized by a Maha quick/soft charger.These will charge on a lithium-capable intelligent charger.  On a Nitecore branded smart charger the appear to charge in the 4 +/- volt range.  However, they do not hold a charge worth bothering with.  They are quickly drained in any application I've tried -- electric toothbrush, electric ear trimmer, flashlight -- never lasting more than about 5 minutes of run time.These appear to charge on a micro-usb charger; however, BEWARE!The first battery I put on a micro-usb charged from dead flat for a couple hours.  When I checked it the LED was still solid red, indicating it was charging; however, the battery was extremely hot and after taking it off and letting it cool down I noticed the battery had swollen and was deformed along one side.  Note this deformation in the uploaded picture.The second battery I tried charging with micro-usb (not having learned my lesson apparently) was also from dead flat.  After less than 10 minutes the battery began to SMOKE!  Smoke poured out the micro-usb port until I was able to disconnect it, burning myself in the process.THIS PRODUCT IS DANGEROUS!  I post this as public service message.  Seller and manufacturer -- do not bother contacting me, I will not take this review down as this product presents a danger to the public.I STRONGLY RECOMMEND AGAINST THIS PRODUCT, AND DISCONTINUING USE IF YOU ALREADY OWN."
1618,B07D1LMMDD,AAA,2019-10-04,Verified Purchase,Heavy Duty, At last I have 1.5v batteries that retain their charge the whole cycle time !!  My wireless headset audio is louder and sound no longer Flickers.  This was a trial buy of new Technology and I am Very pleased.  I will now slowly replace all my NiMH rechargeable batteries with these Li-Ion.,mikef,5.0,10,2019,2019-10,Heavy Duty At last I have 1.5v batteries that retain their charge the whole cycle time !!  My wireless headset audio is louder and sound no longer Flickers.  This was a trial buy of new Technology and I am Very pleased.  I will now slowly replace all my NiMH rechargeable batteries with these Li-Ion.
1619,B07D1LMMDD,AAA,2019-10-02,Verified Purchase,Great batteries," I love having rechargeable batteries.  I'm using them for some instant on closet lights and under the counter in the kitchen.  I do have to recharge them every two weeks which I think is excessive.  However, they're fast and easy to recharge.",Lynne Boudreau,5.0,10,2019,2019-10,"Great batteries I love having rechargeable batteries.  I'm using them for some instant on closet lights and under the counter in the kitchen.  I do have to recharge them every two weeks which I think is excessive.  However, they're fast and easy to recharge."
1620,B07D1LMMDD,AAA,2019-09-28,Verified Purchase,No electric outlet needed in emergency," I'm switching all my AA and AAA batteries to ones that recharge with USB. If the SHTF and I don't have power, I can still use any solar charger and use anything I have.",Pamela Corfman Smith,5.0,9,2019,2019-09,"No electric outlet needed in emergency I'm switching all my AA and AAA batteries to ones that recharge with USB. If the SHTF and I don't have power, I can still use any solar charger and use anything I have."
1621,B07D1LMMDD,AAA,2019-09-20,Verified Purchase,Good batteries, Great batteries. Work as advertised. Thank you.,Nate,5.0,9,2019,2019-09,Good batteries Great batteries. Work as advertised. Thank you.
1622,B07D1LMMDD,AAA,2019-09-19,Verified Purchase,the newest batteries  Must have, Love that you can charge with mini usb. These are amazing batteries. Will order more,Smiller14559,5.0,9,2019,2019-09,the newest batteries  Must have Love that you can charge with mini usb. These are amazing batteries. Will order more
1623,B07D1LMMDD,AAA,2019-09-18,Verified Purchase,one battery could not be charge with any cable. The plugin won't accept anyusb cable., DO NOT RECOMMEND. ONE BATTERY WOULD NOT ACCEPT USB CABLE THAT CAME WITH BATTERY. OTHERS WOULD SO ONE BATTERY WAS UN-USEABLE AND HAD TO THROWN AWAY.,P. Cleu,1.0,9,2019,2019-09,one battery could not be charge with any cable. The plugin won't accept anyusb cable. DO NOT RECOMMEND. ONE BATTERY WOULD NOT ACCEPT USB CABLE THAT CAME WITH BATTERY. OTHERS WOULD SO ONE BATTERY WAS UN-USEABLE AND HAD TO THROWN AWAY.
1624,B07D1LMMDD,AAA,2019-09-14,Verified Purchase,Great value for  money, Great value for money,Ian ,4.0,9,2019,2019-09,Great value for  money Great value for money
1625,B07D1LMMDD,AAA,2019-09-13,Verified Purchase,Good choice, Batteries charged well and are convenient.,Patricia,5.0,9,2019,2019-09,Good choice Batteries charged well and are convenient.
1626,B07D1LMMDD,AAA,2019-09-10,Verified Purchase,Received a defective item," As soon as i receive the batteries i charged them, 3 of 4 were fine but the other one was extremely hot to the point that the label started to melt.",Valeria ,3.0,9,2019,2019-09,"Received a defective item As soon as i receive the batteries i charged them, 3 of 4 were fine but the other one was extremely hot to the point that the label started to melt."
1627,B07D1LMMDD,AAA,2019-09-06,Verified Purchase,Great, Great,56monkeys,4.0,9,2019,2019-09,Great Great
1628,B07D1LMMDD,AAA,2019-09-03,Verified Purchase,Extreme Short life, I put three fully charged Sorbo AAA batteries into a head lamp to work in the evenings. They died in under 30 minutes. Recharged and again less than 30 minutes. Alkaline batteries last 3 to 4 evenings at about 2 hours each night. Definitely not worth the money.,DESCO,1.0,9,2019,2019-09,Extreme Short life I put three fully charged Sorbo AAA batteries into a head lamp to work in the evenings. They died in under 30 minutes. Recharged and again less than 30 minutes. Alkaline batteries last 3 to 4 evenings at about 2 hours each night. Definitely not worth the money.
1629,B07D1LMMDD,AAA,2019-08-30,Verified Purchase,Wonderful batteries, These batteries are great,Chance,4.0,8,2019,2019-08,Wonderful batteries These batteries are great
1630,B07D1LMMDD,AAA,2019-08-29,Verified Purchase,"Doesn't work, $ refunded by Amazon."," Bought it,  but they don't retain the juice longer than one day. Charge morning, even though I don't use it, empty on the evening.",Simon and Garfunkel,1.0,8,2019,2019-08,"Doesn't work, $ refunded by Amazon. Bought it,  but they don't retain the juice longer than one day. Charge morning, even though I don't use it, empty on the evening."
1631,B07D1LMMDD,AAA,2019-08-24,Verified Purchase,Pleased with transaction., Used for Remote Control,William M.,5.0,8,2019,2019-08,Pleased with transaction. Used for Remote Control
1632,B07D1LMMDD,AAA,2019-08-23,Verified Purchase,Easy to recharge and easy to use.," I would recommend these, very handy to have around the house.",Chris,5.0,8,2019,2019-08,"Easy to recharge and easy to use. I would recommend these, very handy to have around the house."
1633,B07D1LMMDD,AAA,2019-08-22,Verified Purchase,"As expected, charging cord did not work though."," Batteries worked as expected.  Main reason for the 3 stars is the charging cable that comes with it did not work.  Otherwise, as expected.",Andy M,3.0,8,2019,2019-08,"As expected, charging cord did not work though. Batteries worked as expected.  Main reason for the 3 stars is the charging cable that comes with it did not work.  Otherwise, as expected."
1634,B07D1LMMDD,AAA,2019-08-19,Verified Purchase,No separate charger needed, New technology great item,Thomas J. La Manna,5.0,8,2019,2019-08,No separate charger needed New technology great item
1635,B07D1LMMDD,AAA,2019-08-16,Verified Purchase,Eh.., Didn’t seem to hold a charge for as long as I thought. Good concept though.,DC Liq,1.0,8,2019,2019-08,Eh.. Didn’t seem to hold a charge for as long as I thought. Good concept though.
1636,B07D1LMMDD,AAA,2019-08-10,Verified Purchase,Li ION, Great battery.,Norman Ryan,5.0,8,2019,2019-08,Li ION Great battery.
1637,B07D1LMMDD,AAA,2019-08-06,Verified Purchase,Not even a week in my mouse.," They need to last longer than that!  I returned them and bought a set of Blackube's -- which lasted longer but had their own issues.  I've got ""Amazon's Choice"" in lithium AA's and they've been lonngggg lasting and problem free.  Perhaps the AAA format is just too small for the current state of electronics...",Dean Koepke,2.0,8,2019,2019-08,"Not even a week in my mouse. They need to last longer than that!  I returned them and bought a set of Blackube's -- which lasted longer but had their own issues.  I've got ""Amazon's Choice"" in lithium AA's and they've been lonngggg lasting and problem free.  Perhaps the AAA format is just too small for the current state of electronics..."
1638,B07D1LMMDD,AAA,2019-08-01,Verified Purchase,Loving Lipo," Replacing all my old rechargables with Lipos.  They keep a longer charge and provide a strong charge till the end, unlike the old rechargeable batteries that slowly  fade off.",amzn-women-on-the-moon,5.0,8,2019,2019-08,"Loving Lipo Replacing all my old rechargables with Lipos.  They keep a longer charge and provide a strong charge till the end, unlike the old rechargeable batteries that slowly  fade off."
1639,B07D1LMMDD,AAA,2019-07-26,Verified Purchase,Rechargeable Batteries, I use them. Respectfully.,boo,5.0,7,2019,2019-07,Rechargeable Batteries I use them. Respectfully.
1640,B07D1LMMDD,AAA,2019-07-23,Verified Purchase,Not the best battery, They will not hold a charge for a very long time it almost takes as long to charge them as the charge last,john barr,2.0,7,2019,2019-07,Not the best battery They will not hold a charge for a very long time it almost takes as long to charge them as the charge last
1641,B07D1LMMDD,AAA,2019-07-21,Verified Purchase,Good product, Just  write for what I needed,donhipps,5.0,7,2019,2019-07,Good product Just  write for what I needed
1642,B07D1LMMDD,AAA,2019-07-18,Verified Purchase,Worthless, Would not hold a charge.,DobberDobber,1.0,7,2019,2019-07,Worthless Would not hold a charge.
1643,B07D1LMMDD,AAA,2019-07-15,Verified Purchase,Only good for remotes not camera or camcorders," 20mins on a camera that has a camcorder on it , they Die fast dont waste your money unless your using them for a remote or something",Primetime,1.0,7,2019,2019-07,"Only good for remotes not camera or camcorders 20mins on a camera that has a camcorder on it , they Die fast dont waste your money unless your using them for a remote or something"
1644,B07D1LMMDD,AAA,2019-06-24,Verified Purchase,Need longer life on batteries, Die to fast headlights,Amazon Customer,3.0,6,2019,2019-06,Need longer life on batteries Die to fast headlights
1645,B07D1LMMDD,AAA,2019-06-24,Verified Purchase,battery," These are good for light draws, not for heavy drain devices like a flashlight is.They seem fine and work ish, I will still buy alkaline for my batteries. As the Technology isn't quite there for rechargable's in my opinion.",Amazon Customer,3.0,6,2019,2019-06,"battery These are good for light draws, not for heavy drain devices like a flashlight is.They seem fine and work ish, I will still buy alkaline for my batteries. As the Technology isn't quite there for rechargable's in my opinion."
1646,B07D1LMMDD,AAA,2019-06-19,Verified Purchase,The batteries should be tested for voltage before installing in electronics.," I purchased this product and the original order showed that it was ready to ship and stayed that way until it showed lost after 10 days.  I went through the process to get a refund and ended up having to chat with an Amazon customer rep that issued a refund.  I reordered and received the next order in the promised time. I am writing this review for the AAA set of batteries.  I ordered 4 because that's how many i needed.  When I installed them in my device it would not power on.  My next step was to charge them.  So I got out my volt meter to be on the safe side to check voltage to see why they needed charging.  I tested the voltage and 3 of the 4 tested at just over 1.5 volts.  The problem was the 4th battery that tested at just over 4 volts.  The batteries didn't need charging at all.  I have 1 battery that was not quality checked before it left the factory and was dangerously over voltage for an AAA battery.  The batteries charge well so far.  Because of the lack of in house quality control, I can not give this product more than 3 stars.  I will update this review once I have contacted the seller and try to resolve the 4th battery.  I also purchased at the same time the AA batteries and will test and review them soon.Update:  I have changed the rating from 3 to 4 stars.  I am in the process of monitoring these batteries.  In my original review, one of the 4 batteries was over voltage.  I charged it one cycle, retested it fresh off the charge and it was still over voltage at 4.03 volts.  I decided to let it rest for 2 hours to stabilize after charging and retested it.  To my amazement, it tested 1.533 volts.  I installed it with the other 3 in my appliance and it worked fine.  I will continue to monitor these regularly to insure that they remain in specs.  I am testing the idea that in some instances, the internal circuit that monitors and charges needs a cooling down period to switch from 3.7 lithium volts before it bucks down to 1.5 volts.  I will update with my results after a few days have passed.",Christa,4.0,6,2019,2019-06,"The batteries should be tested for voltage before installing in electronics. I purchased this product and the original order showed that it was ready to ship and stayed that way until it showed lost after 10 days.  I went through the process to get a refund and ended up having to chat with an Amazon customer rep that issued a refund.  I reordered and received the next order in the promised time. I am writing this review for the AAA set of batteries.  I ordered 4 because that's how many i needed.  When I installed them in my device it would not power on.  My next step was to charge them.  So I got out my volt meter to be on the safe side to check voltage to see why they needed charging.  I tested the voltage and 3 of the 4 tested at just over 1.5 volts.  The problem was the 4th battery that tested at just over 4 volts.  The batteries didn't need charging at all.  I have 1 battery that was not quality checked before it left the factory and was dangerously over voltage for an AAA battery.  The batteries charge well so far.  Because of the lack of in house quality control, I can not give this product more than 3 stars.  I will update this review once I have contacted the seller and try to resolve the 4th battery.  I also purchased at the same time the AA batteries and will test and review them soon.Update:  I have changed the rating from 3 to 4 stars.  I am in the process of monitoring these batteries.  In my original review, one of the 4 batteries was over voltage.  I charged it one cycle, retested it fresh off the charge and it was still over voltage at 4.03 volts.  I decided to let it rest for 2 hours to stabilize after charging and retested it.  To my amazement, it tested 1.533 volts.  I installed it with the other 3 in my appliance and it worked fine.  I will continue to monitor these regularly to insure that they remain in specs.  I am testing the idea that in some instances, the internal circuit that monitors and charges needs a cooling down period to switch from 3.7 lithium volts before it bucks down to 1.5 volts.  I will update with my results after a few days have passed."
1647,B07D1LMMDD,AAA,2019-06-15,Verified Purchase,Doesn't seem to last any longer than my NiMH batteries," Pro:  Works in certain situations where other rechargeable batteries don't.Con:  Batteries show that they are fully charged until they suddenly die.  Cost a lot more than other rechargeables.They were worth it for me, because there are some things that I have, where NiCAD and NiMH batteries don't seem to work and I needed regular alkaline batteries that wear down rather quickly.",David S.,3.0,6,2019,2019-06,"Doesn't seem to last any longer than my NiMH batteries Pro:  Works in certain situations where other rechargeable batteries don't.Con:  Batteries show that they are fully charged until they suddenly die.  Cost a lot more than other rechargeables.They were worth it for me, because there are some things that I have, where NiCAD and NiMH batteries don't seem to work and I needed regular alkaline batteries that wear down rather quickly."
1648,B07D1LMMDD,AAA,2019-06-10,Verified Purchase,The battery last for long time 2.5 hours to fully charge., Great battery.,Joaquin Parrilla ,5.0,6,2019,2019-06,The battery last for long time 2.5 hours to fully charge. Great battery.
1649,B07D1LMMDD,AAA,2019-06-09,Verified Purchase,Good, Good,Bradford T OBrian,5.0,6,2019,2019-06,Good Good
1650,B07D1LMMDD,AAA,2019-06-05,Verified Purchase,Long lasting with single charge., Pleasantly surprised! Did not realize these came with their own micro USB cables.,Michael V.,5.0,6,2019,2019-06,Long lasting with single charge. Pleasantly surprised! Did not realize these came with their own micro USB cables.
1651,B07D1LMMDD,AAA,2019-06-03,Verified Purchase,i like, grate Batteries works real good,Edward T.cxc,5.0,6,2019,2019-06,i like grate Batteries works real good
1652,B07D1LMMDD,AAA,2019-06-01,Verified Purchase,ease of use," i use these for my flashlight, i am a hvac service technician. they have reduced trash production cash expenditure and carbon footprint.",warren ryder,5.0,6,2019,2019-06,"ease of use i use these for my flashlight, i am a hvac service technician. they have reduced trash production cash expenditure and carbon footprint."
1653,B07D1LMMDD,AAA,2019-05-16,Verified Purchase,Works well, Works well,Fredy Gonzalez,5.0,5,2019,2019-05,Works well Works well
1654,B07D1LMMDD,AAA,2019-05-12,Verified Purchase,Muy buenas," con la carga completa ,duran bastante",Amazon Customer,5.0,5,2019,2019-05,"Muy buenas con la carga completa ,duran bastante"
1655,B07D1LMMDD,AAA,2019-05-06,Verified Purchase,PURE CRAP. DO NOT BUY, The headline says it all. I returned them with a day of trying to charge them. Awful.,Joey Butler,1.0,5,2019,2019-05,PURE CRAP. DO NOT BUY The headline says it all. I returned them with a day of trying to charge them. Awful.
1656,B07D1LMMDD,AAA,2019-05-06,Verified Purchase,great product," I like that I can have spare batteries in my boat for a wireless trolling motor remote.  I never have to worry about running out of power.  I just replace the batteries with two fresh ones, recharge the other pair, and I am good to go.  Good price, good product, I would recommend these. USB charger is a great thing.  No big charging block to take up space.",Kelly O.,5.0,5,2019,2019-05,"great product I like that I can have spare batteries in my boat for a wireless trolling motor remote.  I never have to worry about running out of power.  I just replace the batteries with two fresh ones, recharge the other pair, and I am good to go.  Good price, good product, I would recommend these. USB charger is a great thing.  No big charging block to take up space."
1657,B07D1LMMDD,AAA,2019-05-05,Verified Purchase,Best rechargeable batteries," Use the batteries for different things, they work great. Easy to recharge.",smiley j simental,5.0,5,2019,2019-05,"Best rechargeable batteries Use the batteries for different things, they work great. Easy to recharge."
1658,B07D1LMMDD,AAA,2019-04-28,Verified Purchase,Save, Good,PoorHusband,5.0,4,2019,2019-04,Save Good
1659,B07D1LMMDD,AAA,2019-04-23,Verified Purchase,One dead," One will not charge, so it was really a 3 pack, bummer",Amazon Customer,1.0,4,2019,2019-04,"One dead One will not charge, so it was really a 3 pack, bummer"
1660,B07D1LMMDD,AAA,2019-04-21,Verified Purchase,1.5 volt rechargeable AAA," I rate these with five stars because they are a super nifty upgrade to most devices that require 1.5, 3.0, or 4.5 volts in 1, 2, or 3 series boxes.  Ni-Cad 1.2 volt cells have been disappointing me for years now and it is worth five stars to finally have a rechargeable 1.5 volt cell with depth. The only downside is that my old TV Listener wireless headphones don't like them. In this antique application they cause an unacceptable amount of RF interference. I only just got them so time will tell as to durability. They seem sturdy and well built. They charged right up (Not Pre-Charged. I don't care.).",Kathric Barcus,5.0,4,2019,2019-04,"1.5 volt rechargeable AAA I rate these with five stars because they are a super nifty upgrade to most devices that require 1.5, 3.0, or 4.5 volts in 1, 2, or 3 series boxes.  Ni-Cad 1.2 volt cells have been disappointing me for years now and it is worth five stars to finally have a rechargeable 1.5 volt cell with depth. The only downside is that my old TV Listener wireless headphones don't like them. In this antique application they cause an unacceptable amount of RF interference. I only just got them so time will tell as to durability. They seem sturdy and well built. They charged right up (Not Pre-Charged. I don't care.)."
1661,B07D1LMMDD,AAA,2019-04-19,Verified Purchase,Voltage stays relatively constant," Unlike alkaline batteries, these keep a relatively constant voltage throughout it discharge cycle.  This makes these batteries very worthwhile...",Henry F.,5.0,4,2019,2019-04,"Voltage stays relatively constant Unlike alkaline batteries, these keep a relatively constant voltage throughout it discharge cycle.  This makes these batteries very worthwhile..."
1662,B07D1LMMDD,AAA,2019-04-12,Verified Purchase,Great batteries. Save money and stop throwing away old batteries, I love these batteries and purchased them because I already have the AA version and love them. Battery life is good. Charge time is good. The charging cord allows you to charge all 4 at the same time. My significant other loves to use battery lit decorations when we have company (like twinkle lights in a vase) and she went through so many batteries before I got these. They also hold a charge well when in storage. I don't think I will be using them in my tv remote because a normal battery already lasts forever but recharge-ables are a must for any heavy use items!,LexRace,5.0,4,2019,2019-04,Great batteries. Save money and stop throwing away old batteries I love these batteries and purchased them because I already have the AA version and love them. Battery life is good. Charge time is good. The charging cord allows you to charge all 4 at the same time. My significant other loves to use battery lit decorations when we have company (like twinkle lights in a vase) and she went through so many batteries before I got these. They also hold a charge well when in storage. I don't think I will be using them in my tv remote because a normal battery already lasts forever but recharge-ables are a must for any heavy use items!
1663,B07D1LMMDD,AAA,2019-04-08,Verified Purchase,Recommended, I like the 4-port charger cord that comes with them. Along with the LED indicators for charging status.,William E Fischbach,5.0,4,2019,2019-04,Recommended I like the 4-port charger cord that comes with them. Along with the LED indicators for charging status.
1664,B07D1LMMDD,AAA,2019-03-19,Verified Purchase,It's a great product., It's a great invention.,stanleycyprien,5.0,3,2019,2019-03,It's a great product. It's a great invention.
1665,B07D1LMMDD,AAA,2019-02-28,Verified Purchase,"Short battery life, not all devices work with these"," Most my devices don't work with these batteries,  flashlights,  remotes, etc. And those that do, don't seem to last very long - short battery life",AmazonCustomer,2.0,2,2019,2019-02,"Short battery life, not all devices work with these Most my devices don't work with these batteries,  flashlights,  remotes, etc. And those that do, don't seem to last very long - short battery life"
1666,B07D1LMMDD,AAA,2019-02-27,Verified Purchase,Great batteries or the person on the go, Batteries work great easy to change on the go either from your vehicle or at home,Kantrite,5.0,2,2019,2019-02,Great batteries or the person on the go Batteries work great easy to change on the go either from your vehicle or at home
1667,B07D1LMMDD,AAA,2019-02-24,Verified Purchase,excellent product for a narrow set of applications," Bought these for my boss who loves to visit inhospitable places across the planet and hates to bring a charger. These batteries do everything themselves - you plug them into a USB outlet and they refill inside of some 90 minutes. One outlet will charge all four of them and they neatly indicate that they are still charging with a fierce red light and will then go dark once full.You have to charge them via the USB - the LiPo charger will not understand how to charge them and perhaps even damage them. They charge quite linearly. You can do half full in some 40 minutes.The energy content is not great and the seller also makes no such claims. They hold .4Ah over 1..5V, some 2100 joules.They do self-discharge rather swiftly, so the ""pre-charged"" claim will be 80% untrue by the time you get them.They are hence best suitable for heavy use on the go or for constant use. Don't use them to save battery cost on your Bose headset unless you use it all the time.The light indicator is really neat. It's so bright you can operate the batteries in complete darkness, outdoors or aboard a plane. They have good low tolerances and are all quite equal in charge time and capacity. And the fact that they can be fed via an ordinary micro-USB cable is a great feature.",Felix Margadant,4.0,2,2019,2019-02,"excellent product for a narrow set of applications Bought these for my boss who loves to visit inhospitable places across the planet and hates to bring a charger. These batteries do everything themselves - you plug them into a USB outlet and they refill inside of some 90 minutes. One outlet will charge all four of them and they neatly indicate that they are still charging with a fierce red light and will then go dark once full.You have to charge them via the USB - the LiPo charger will not understand how to charge them and perhaps even damage them. They charge quite linearly. You can do half full in some 40 minutes.The energy content is not great and the seller also makes no such claims. They hold .4Ah over 1..5V, some 2100 joules.They do self-discharge rather swiftly, so the ""pre-charged"" claim will be 80% untrue by the time you get them.They are hence best suitable for heavy use on the go or for constant use. Don't use them to save battery cost on your Bose headset unless you use it all the time.The light indicator is really neat. It's so bright you can operate the batteries in complete darkness, outdoors or aboard a plane. They have good low tolerances and are all quite equal in charge time and capacity. And the fact that they can be fed via an ordinary micro-USB cable is a great feature."
1668,B07D1LMMDD,AAA,2019-02-19,Verified Purchase,Good item as good service as good favors for everyone.," No, I Do Not doing any favors, from the fact that these rechargeable batteries is a good product, best item and better batteries for everyone on any events. These batteries can be use for emergency, kid toy and saving money. Durable, strong and easy use. For travels, no times for new battery, more use for kid toys, and backup for battery for important equipments. For example, TV remote controller as often use, no money from no times in travels, and saving money for other things. No favors to have five stars, these batteries are indeed a good favors for any purposes,ideas and reasons to buy, use and needs at all times. Good batteries as good service as good favors for everyone. Good favors as good item as good service from these rechargeable batteries. Good batteries as good service as good seller in much good favors from reliable, durable and affordable items. Thanks, Amazon, seller and delivery person.",VP,5.0,2,2019,2019-02,"Good item as good service as good favors for everyone. No, I Do Not doing any favors, from the fact that these rechargeable batteries is a good product, best item and better batteries for everyone on any events. These batteries can be use for emergency, kid toy and saving money. Durable, strong and easy use. For travels, no times for new battery, more use for kid toys, and backup for battery for important equipments. For example, TV remote controller as often use, no money from no times in travels, and saving money for other things. No favors to have five stars, these batteries are indeed a good favors for any purposes,ideas and reasons to buy, use and needs at all times. Good batteries as good service as good favors for everyone. Good favors as good item as good service from these rechargeable batteries. Good batteries as good service as good seller in much good favors from reliable, durable and affordable items. Thanks, Amazon, seller and delivery person."
1669,B07D1LMMDD,AAA,2019-02-16,Verified Purchase,Good so far, I just purchased these so that I could use them in  A blood pressure monitor  that burns batteries really fast I wanted the rechargeable aspect. So far they are working just fine. they seem to last about as long as regular alkaline AA batteries but I can recharge them quickly. So far so good!,Timster51,5.0,2,2019,2019-02,Good so far I just purchased these so that I could use them in  A blood pressure monitor  that burns batteries really fast I wanted the rechargeable aspect. So far they are working just fine. they seem to last about as long as regular alkaline AA batteries but I can recharge them quickly. So far so good!
1670,B07D1LMMDD,AAA,2019-02-13,Verified Purchase,Exactly as expected., I love the ease of use and quick recharge. The overall money savings is great too.,Amazon Customer,5.0,2,2019,2019-02,Exactly as expected. I love the ease of use and quick recharge. The overall money savings is great too.
1671,B07D1LMMDD,AAA,2019-02-12,Verified Purchase,Ease of charging and long time use, USB charging is the best,Lone Star,5.0,2,2019,2019-02,Ease of charging and long time use USB charging is the best
1672,B07D1LMMDD,AAA,2019-02-11,Verified Purchase,Thanks, Ok,Emilio Diaz,4.0,2,2019,2019-02,Thanks Ok
1673,B07D1LMMDD,AAA,2019-02-07,Verified Purchase,Great battery, Works as described,milt,5.0,2,2019,2019-02,Great battery Works as described
